Symbol,Class,Methodology,Strategy,aR,aSD,IR,MD,trades,avg_no_monthly_trades,buys,sells,Buy_Success_Rate,Short_Success_Rate,Combined_Success_Rate,PortfolioValue
GBPUSD=X,FX,SMA1M: 40 EMA,Passive,-2.571,9.64,-0.267,49.345,1,0,1,0,0.4921,0,0.4921,31542
GBPUSD=X,FX,SMA1M: 40 SMA,Active,-1.231,9.63,-0.128,47.817,234,1.13,2267,2191,0.2481,0.2452,0.4933,40162
GBPUSD=X,FX,SMA1M: 40 SMA,Passive,-2.571,9.64,-0.267,49.345,1,0,1,0,0.4921,0,0.4921,31542
GBPUSD=X,FX,SMA1M: 50 EMA,Active,-1.185,9.632,-0.123,41.243,217,1.05,2232,2215,0.2448,0.2478,0.4926,40515
GBPUSD=X,FX,SMA1M: 50 EMA,Passive,-2.48,9.643,-0.257,49.345,1,0,1,0,0.4926,0,0.4926,32096
GBPUSD=X,FX,SMA1M: 50 SMA,Active,-0.93,9.631,-0.097,40.855,199,0.97,2233,2214,0.246,0.2487,0.4946,42397
GBPUSD=X,FX,SMA1M: 50 SMA,Passive,-2.48,9.643,-0.257,49.345,1,0,1,0,0.4926,0,0.4926,32096
GBPUSD=X,FX,SMA1M: 60 EMA,Active,0.404,9.638,0.042,32.03,196,0.95,2228,2209,0.2483,0.2512,0.4995,53683
GBPUSD=X,FX,SMA1M: 60 EMA,Passive,-2.594,9.65,-0.269,49.345,1,0,1,0,0.4923,0,0.4923,31477
GBPUSD=X,FX,SMA1M: 60 SMA,Active,0.822,9.638,0.085,27.986,186,0.9,2217,2220,0.2485,0.2539,0.5025,57758
GBPUSD=X,FX,SMA1M: 60 SMA,Passive,-2.594,9.65,-0.269,49.345,1,0,1,0,0.4923,0,0.4923,31477
GBPUSD=X,FX,SMA1M: 70 EMA,Active,0.539,9.635,0.056,30.46,176,0.86,2250,2178,0.2518,0.2489,0.5007,54952
GBPUSD=X,FX,SMA1M: 70 EMA,Passive,-2.615,9.648,-0.271,49.345,1,0,1,0,0.4923,0,0.4923,31389
GBPUSD=X,FX,SMA1M: 70 SMA,Active,1.555,9.634,0.161,20.396,154,0.75,2236,2192,0.2525,0.2527,0.5052,65575
GBPUSD=X,FX,SMA1M: 70 SMA,Passive,-2.615,9.648,-0.271,49.345,1,0,1,0,0.4923,0,0.4923,31389
