Symbol,Class,Methodology,Strategy,aR,aSD,IR,MD,trades,avg_no_monthly_trades,buys,sells,Buy_Success_Rate,Short_Success_Rate,Combined_Success_Rate,PortfolioValue
NG=F,Commodities,sGARCH : 126 21 moving snorm close,Active,14.68,57.121,0.257,72.571,189,0.96,2933,1169,0.3579,0.149,0.5068,464815
NG=F,Commodities,sGARCH : 126 21 moving snorm close,Passive,-6.247,56.696,-0.11,86.702,1,0,1,0,0.4922,0,0.4922,17496
NG=F,Commodities,sGARCH : 126 21 expanding snorm close,Active,5.912,58.293,0.101,88.266,198,1.01,2910,1192,0.3523,0.1485,0.5007,127364
NG=F,Commodities,sGARCH : 126 21 expanding snorm close,Passive,-6.247,56.696,-0.11,86.702,1,0,1,0,0.4922,0,0.4922,17496
NG=F,Commodities,sGARCH : 252 21 moving snorm close,Active,-10.208,59.121,-0.173,96.552,206,1.12,2819,1031,0.3597,0.1369,0.4966,9650
NG=F,Commodities,sGARCH : 252 21 moving snorm close,Passive,-4.709,57.296,-0.082,82.913,1,0,1,0,0.4894,0,0.4894,23928
NG=F,Commodities,sGARCH : 252 21 expanding snorm close,Active,-13.307,58.941,-0.226,96.253,212,1.15,2827,1023,0.3616,0.1366,0.4982,5643
NG=F,Commodities,sGARCH : 252 21 expanding snorm close,Passive,-4.709,57.296,-0.082,82.913,1,0,1,0,0.4894,0,0.4894,23928
NG=F,Commodities,eGARCH : 126 21 moving snorm close,Active,2.246,57.058,0.039,87.084,458,2.34,3050,1052,0.3674,0.1297,0.4971,71781
NG=F,Commodities,eGARCH : 126 21 moving snorm close,Passive,-6.247,56.696,-0.11,86.702,1,0,1,0,0.4922,0,0.4922,17496
NG=F,Commodities,eGARCH : 126 21 expanding snorm close,Active,-8.256,58.322,-0.142,87.281,424,2.16,3034,1068,0.3652,0.1309,0.4961,12298
NG=F,Commodities,eGARCH : 126 21 expanding snorm close,Passive,-6.247,56.696,-0.11,86.702,1,0,1,0,0.4922,0,0.4922,17496
NG=F,Commodities,eGARCH : 252 21 moving snorm close,Active,-6.924,58.972,-0.117,92.064,308,1.67,2900,950,0.3717,0.1275,0.4992,16707
NG=F,Commodities,eGARCH : 252 21 moving snorm close,Passive,-4.709,57.296,-0.082,82.913,1,0,1,0,0.4894,0,0.4894,23928
NG=F,Commodities,eGARCH : 252 21 expanding snorm close,Active,-6.627,58.885,-0.113,90.098,308,1.67,2918,932,0.3758,0.1268,0.5026,17538
NG=F,Commodities,eGARCH : 252 21 expanding snorm close,Passive,-4.709,57.296,-0.082,82.913,1,0,1,0,0.4894,0,0.4894,23928
HG=F,Commodities,sGARCH : 126 21 moving snorm close,Active,6.706,26.309,0.255,74.255,154,0.79,3076,1013,0.3761,0.1245,0.5006,143334
HG=F,Commodities,sGARCH : 126 21 moving snorm close,Passive,2.845,26.333,0.108,68.744,1,0,1,0,0.4987,0,0.4987,78821
HG=F,Commodities,sGARCH : 126 21 expanding snorm close,Active,8.953,26.305,0.34,69.625,160,0.82,3078,1011,0.3778,0.1257,0.5035,201000
HG=F,Commodities,sGARCH : 126 21 expanding snorm close,Passive,2.845,26.333,0.108,68.744,1,0,1,0,0.4987,0,0.4987,78821
HG=F,Commodities,sGARCH : 252 21 moving snorm close,Active,1.08,24.371,0.044,61.87,152,0.82,2791,1046,0.367,0.1368,0.5038,58882
HG=F,Commodities,sGARCH : 252 21 moving snorm close,Passive,8.68,24.315,0.357,57.465,1,0,1,0,0.5012,0,0.5012,177570
HG=F,Commodities,sGARCH : 252 21 expanding snorm close,Active,0.527,24.37,0.022,61.567,180,0.97,2818,1019,0.3701,0.1327,0.5027,54163
HG=F,Commodities,sGARCH : 252 21 expanding snorm close,Passive,8.68,24.315,0.357,57.465,1,0,1,0,0.5012,0,0.5012,177570
HG=F,Commodities,eGARCH : 126 21 moving snorm close,Active,-6.641,26.38,-0.252,84.497,401,2.05,3025,1064,0.3673,0.1269,0.4943,16396
HG=F,Commodities,eGARCH : 126 21 moving snorm close,Passive,2.845,26.333,0.108,68.744,1,0,1,0,0.4987,0,0.4987,78821
HG=F,Commodities,eGARCH : 252 21 moving snorm close,Active,5.95,24.373,0.244,65.033,348,1.88,2997,840,0.393,0.11,0.503,120547
