Symbol,Class,Methodology,Strategy,aR,aSD,IR,MD,trades,avg_no_monthly_trades,buys,sells,Buy_Success_Rate,Short_Success_Rate,Combined_Success_Rate,PortfolioValue
GBPUSD=X,FX,SMA2: 30 55 SMA,Passive,-2.595,9.646,-0.269,49.345,1,0,1,0,0.4921,0,0.4921,31453
GBPUSD=X,FX,SMA2: 30 65 EMA,Active,1.78,9.635,0.185,20.36,60,0.29,2229,2203,0.2534,0.2552,0.5086,68195
GBPUSD=X,FX,SMA2: 30 65 EMA,Passive,-2.625,9.65,-0.272,49.345,1,0,1,0,0.4923,0,0.4923,31320
GBPUSD=X,FX,SMA2: 30 65 SMA,Active,0.242,9.637,0.025,31.051,73,0.36,2223,2209,0.2498,0.2538,0.5036,52168
GBPUSD=X,FX,SMA2: 30 65 SMA,Passive,-2.625,9.65,-0.272,49.345,1,0,1,0,0.4923,0,0.4923,31320
GBPUSD=X,FX,SMA2: 30 75 EMA,Active,1.679,9.637,0.174,21.825,50,0.24,2186,2236,0.2483,0.2592,0.5075,66964
GBPUSD=X,FX,SMA2: 30 75 EMA,Passive,-2.722,9.651,-0.282,49.345,1,0,1,0,0.4916,0,0.4916,30808
GBPUSD=X,FX,SMA2: 30 75 SMA,Active,0.165,9.639,0.017,26.415,58,0.28,2223,2199,0.2512,0.2544,0.5057,51463
GBPUSD=X,FX,SMA2: 30 75 SMA,Passive,-2.722,9.651,-0.282,49.345,1,0,1,0,0.4916,0,0.4916,30808
GBPUSD=X,FX,SMA2: 30 85 EMA,Active,1.389,9.646,0.144,24.782,42,0.21,2171,2241,0.2464,0.2591,0.5054,63662
GBPUSD=X,FX,SMA2: 30 85 EMA,Passive,-2.672,9.66,-0.277,49.345,1,0,1,0,0.4918,0,0.4918,31121
GBPUSD=X,FX,SMA2: 30 85 SMA,Active,1.091,9.646,0.113,25.762,54,0.26,2240,2172,0.2566,0.2545,0.5111,60464
GBPUSD=X,FX,SMA2: 30 85 SMA,Passive,-2.672,9.66,-0.277,49.345,1,0,1,0,0.4918,0,0.4918,31121
GBPUSD=X,FX,SMA2: 30 95 EMA,Active,0.834,9.652,0.086,29.249,42,0.21,2147,2255,0.2438,0.2606,0.5043,57803
GBPUSD=X,FX,SMA2: 30 95 EMA,Passive,-2.646,9.665,-0.274,49.345,1,0,1,0,0.492,0,0.492,31296
GBPUSD=X,FX,SMA2: 30 95 SMA,Active,0.914,9.651,0.095,31.236,48,0.24,2216,2186,0.2535,0.2556,0.5091,58611
GBPUSD=X,FX,SMA2: 30 95 SMA,Passive,-2.646,9.665,-0.274,49.345,1,0,1,0,0.492,0,0.492,31296
GBPUSD=X,FX,SMA2: 30 105 EMA,Active,2.071,9.647,0.215,21.805,38,0.19,2118,2274,0.2418,0.2637,0.5055,71471
GBPUSD=X,FX,SMA2: 30 105 EMA,Passive,-2.65,9.674,-0.274,49.345,1,0,1,0,0.4925,0,0.4925,31312
GBPUSD=X,FX,SMA2: 30 105 SMA,Active,1.517,9.66,0.157,28.871,44,0.22,2173,2219,0.2495,0.2593,0.5089,65001
GBPUSD=X,FX,SMA2: 30 105 SMA,Passive,-2.65,9.674,-0.274,49.345,1,0,1,0,0.4925,0,0.4925,31312
GBPUSD=X,FX,SMA2: 30 115 EMA,Active,2.042,9.655,0.211,25.392,38,0.19,2109,2273,0.241,0.2638,0.5048,71058
GBPUSD=X,FX,SMA2: 30 115 EMA,Passive,-2.645,9.682,-0.273,49.345,1,0,1,0,0.4925,0,0.4925,31371
GBPUSD=X,FX,SMA2: 30 115 SMA,Active,1.156,9.669,0.12,29.598,42,0.21,2169,2213,0.2485,0.2581,0.5066,61058
